ParentEduc,PracticeSport,NrSiblings,WklyStudyHours,MathScore,ReadingScore,ExamScore,Gender_male,LunchType_standard,TestPrep_none,IsFirstChild_yes,TransportMeans_school_bus,EthnicGroup_group b,EthnicGroup_group c,EthnicGroup_group d,EthnicGroup_group e,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,Result,Cluster,LearnerCategory
2,0,0.0,7.5,84,94.0,96.0,0,1,0,1,0,1,0,0,0,0,1,0,Pass,0,High-Performer
2,1,2.0,2.5,68,75.0,80.0,0,1,0,0,1,0,1,0,0,0,1,0,Pass,0,High-Performer
4,0,4.0,12.0,54,56.0,54.0,1,1,1,0,0,0,1,0,0,0,0,0,Fail,1,Average
2,1,2.0,12.0,60,53.0,49.0,1,0,0,0,1,0,1,0,0,1,0,0,Fail,2,At-Risk
4,1,2.0,7.5,96,89.0,91.0,1,1,0,1,1,1,0,0,0,1,0,0,Pass,0,High-Performer
1,1,3.0,12.0,81,76.0,74.0,1,1,1,1,0,1,0,0,0,1,0,0,Pass,1,Average
4,2,1.0,7.5,77,89.0,79.0,1,0,1,0,0,0,1,0,0,1,0,0,Pass,2,At-Risk
1,1,3.0,7.5,58,70.0,61.0,0,0,1,1,0,1,0,0,0,0,1,0,Fail,2,At-Risk
5,1,5.0,12.0,100,99.0,100.0,0,1,0,1,1,0,0,1,0,1,0,0,Pass,0,High-Performer
1,2,2.0,7.5,31,33.0,32.0,1,0,1,0,0,1,0,0,0,1,0,0,Fail,2,At-Risk
2,1,1.0,2.5,97,89.0,89.0,1,1,0,1,0,1,0,0,0,0,1,0,Pass,0,High-Performer
3,0,2.0,7.5,86,93.0,96.0,0,1,0,1,0,0,0,1,0,1,0,0,Pass,0,High-Performer
2,1,2.0,7.5,79,74.0,70.0,1,1,1,0,1,0,1,0,0,1,0,0,Pass,1,Average
1,2,5.0,7.5,59,60.0,51.0,1,0,1,0,0,0,0,0,1,0,0,0,Fail,2,At-Risk
1,1,1.0,12.0,69,60.0,54.0,1,1,1,1,0,0,0,0,0,0,0,0,Fail,1,Average
1,0,2.0,12.0,66,67.0,67.0,0,1,1,1,1,0,0,0,1,1,0,0,Fail,1,Average
2,1,2.0,2.5,62,56.0,51.0,1,0,1,0,1,0,1,0,0,1,0,0,Fail,2,At-Risk
3,1,3.0,7.5,78,87.0,78.0,0,1,1,1,0,0,0,1,0,0,0,0,Pass,1,Average
1,1,4.0,12.0,63,59.0,59.0,1,1,0,1,1,0,1,0,0,1,0,0,Fail,0,High-Performer
2,1,1.0,2.5,52,65.0,62.0,0,1,1,0,1,0,1,0,0,1,0,0,Fail,1,Average
4,1,3.0,12.0,75,56.0,63.0,1,1,0,1,1,0,0,1,0,0,1,0,Fail,0,High-Performer
3,1,1.0,7.5,56,63.0,60.0,0,1,1,0,0,0,1,0,0,1,0,0,Fail,1,Average
1,2,1.0,12.0,71,79.0,76.0,0,0,1,1,1,0,0,1,0,0,1,0,Pass,2,At-Risk
1,1,4.0,2.5,77,91.0,86.0,0,1,1,1,1,0,1,0,0,0,0,0,Pass,1,Average
1,0,1.0,7.5,60,64.0,61.0,0,1,1,0,1,0,1,0,0,1,0,0,Fail,1,Average
2,2,5.0,7.5,40,55.0,56.0,0,1,1,1,1,0,0,1,0,0,1,0,Fail,1,Average
2,1,1.0,7.5,62,76.0,73.0,0,1,1,1,1,1,0,0,0,0,1,0,Pass,1,Average
1,2,1.0,7.5,38,41.0,39.0,1,0,0,1,1,0,0,1,0,0,0,0,Fail,2,At-Risk
1,2,0.0,7.5,55,72.0,67.0,0,0,1,1,1,0,0,1,0,1,0,0,Fail,2,At-Risk
1,2,4.0,12.0,48,57.0,57.0,0,1,0,1,1,0,1,0,0,0,0,0,Fail,0,High-Performer
1,1,2.0,7.5,75,78.0,74.0,0,1,1,1,1,0,0,1,0,0,1,0,Pass,1,Average
2,1,5.0,12.0,48,51.0,52.0,0,1,1,0,1,0,0,0,0,1,0,0,Fail,1,Average
2,2,1.0,2.5,74,66.0,66.0,1,1,1,1,1,1,0,0,0,1,0,0,Fail,1,Average
4,2,4.0,12.0,75,71.0,78.0,0,1,1,0,1,0,0,1,0,0,1,0,Pass,1,Average
2,2,2.0,7.5,61,73.0,71.0,0,1,1,1,0,0,1,0,0,1,0,0,Pass,1,Average
4,1,2.0,7.5,53,51.0,48.0,1,1,1,0,1,0,1,0,0,1,0,0,Fail,1,Average
4,1,4.0,7.5,60,41.0,45.0,1,0,1,1,1,0,0,1,0,1,0,0,Fail,2,At-Risk
2,1,2.0,7.5,65,80.0,82.0,0,1,0,1,1,0,0,1,0,0,0,0,Pass,0,High-Performer
5,2,1.0,2.5,73,83.0,91.0,0,1,0,1,1,1,0,0,0,1,0,0,Pass,0,High-Performer
3,2,3.0,2.5,86,86.0,78.0,1,1,1,0,1,0,1,0,0,1,0,0,Pass,1,Average
3,1,1.0,2.5,48,65.0,67.0,0,1,0,1,1,1,0,0,0,1,0,0,Fail,0,High-Performer
4,0,3.0,7.5,59,55.0,60.0,0,0,1,1,1,0,0,0,1,1,0,0,Fail,2,At-Risk
3,1,3.0,7.5,71,63.0,62.0,1,1,1,1,0,0,0,0,0,1,0,0,Fail,1,Average
1,1,3.0,7.5,66,78.0,82.0,0,1,1,0,1,0,0,1,0,0,0,0,Pass,1,Average
1,1,2.0,7.5,51,55.0,49.0,1,0,0,1,0,0,1,0,0,0,1,0,Fail,2,At-Risk
4,1,0.0,7.5,52,62.0,72.0,0,0,0,1,0,0,0,0,1,0,0,0,Pass,0,High-Performer
1,0,3.0,2.5,60,55.0,56.0,1,1,1,1,0,0,0,1,0,1,0,0,Fail,1,Average
4,2,2.0,7.5,76,73.0,79.0,1,1,0,1,1,0,1,0,0,0,0,0,Pass,0,High-Performer
3,2,1.0,7.5,63,62.0,72.0,0,1,0,1,0,0,1,0,0,0,1,0,Pass,0,High-Performer
1,2,4.0,7.5,93,89.0,91.0,1,1,0,1,0,0,0,1,0,1,0,0,Pass,0,High-Performer
1,1,3.0,2.5,36,28.0,28.0,1,1,1,0,1,0,1,0,0,1,0,0,Fail,1,Average
2,2,6.0,7.5,38,53.0,54.0,0,0,1,0,1,0,1,0,0,0,1,0,Fail,2,At-Risk
1,1,2.0,12.0,36,45.0,41.0,0,0,1,1,0,0,1,0,0,0,1,0,Fail,2,At-Risk
1,1,0.0,7.5,60,53.0,49.0,1,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,1,5.0,7.5,90,79.0,71.0,1,1,1,0,0,0,0,1,0,1,0,0,Pass,1,Average
1,2,2.0,2.5,49,47.0,45.0,0,0,1,0,0,0,0,1,0,1,0,0,Fail,2,At-Risk
1,2,3.0,2.5,70,64.0,64.0,1,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
3,2,4.0,7.5,80,83.0,82.0,0,1,1,1,0,0,0,0,1,0,1,0,Pass,1,Average
4,1,3.0,7.5,91,82.0,80.0,1,1,1,0,0,0,1,0,0,1,0,0,Pass,1,Average
1,1,2.0,7.5,82,95.0,90.0,0,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
1,1,2.0,7.5,85,81.0,79.0,1,1,1,1,1,0,1,0,0,0,1,0,Pass,1,Average
1,1,2.0,12.0,80,77.0,76.0,1,1,1,1,0,0,0,1,0,1,0,0,Pass,1,Average
2,1,2.0,7.5,69,74.0,67.0,1,1,1,1,0,0,0,1,0,0,1,0,Fail,1,Average
1,1,2.0,7.5,59,71.0,68.0,0,0,1,1,0,0,1,0,0,0,1,0,Fail,2,At-Risk
1,0,3.0,7.5,77,94.0,90.0,0,1,0,0,1,0,1,0,0,1,0,0,Pass,0,High-Performer
3,1,4.0,7.5,65,84.0,85.0,0,1,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
1,2,4.0,7.5,69,56.0,51.0,1,1,1,1,0,0,1,0,0,0,1,0,Fail,1,Average
4,1,3.0,12.0,51,60.0,62.0,0,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,1,1.0,12.0,89,89.0,99.0,0,1,0,1,1,0,0,1,0,1,0,0,Pass,0,High-Performer
2,2,1.0,2.5,63,49.0,58.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
1,0,4.0,7.5,58,62.0,59.0,0,1,1,1,0,0,0,1,0,0,1,0,Fail,1,Average
1,2,1.0,7.5,45,40.0,39.0,1,1,1,1,1,1,0,0,0,0,0,0,Fail,1,Average
5,1,1.0,7.5,49,48.0,49.0,0,0,1,0,0,0,1,0,0,0,1,0,Fail,2,At-Risk
1,1,1.0,12.0,63,59.0,47.0,1,0,1,1,1,0,1,0,0,0,0,0,Fail,2,At-Risk
1,2,3.0,7.5,54,59.0,59.0,0,0,0,1,1,0,1,0,0,1,0,0,Fail,0,High-Performer
3,1,4.0,7.5,86,83.0,83.0,1,1,1,1,0,0,1,0,0,1,0,0,Pass,1,Average
5,1,3.0,7.5,77,87.0,88.0,0,0,1,0,1,0,0,0,0,1,0,0,Pass,2,At-Risk
1,2,0.0,12.0,74,74.0,70.0,1,1,0,1,1,1,0,0,0,0,0,1,Pass,0,High-Performer
3,0,3.0,7.5,84,73.0,77.0,1,1,1,1,1,0,1,0,0,1,0,0,Pass,1,Average
1,1,1.0,7.5,80,78.0,74.0,1,1,0,0,1,0,1,0,0,1,0,0,Pass,0,High-Performer
1,1,2.0,12.0,63,61.0,61.0,1,1,1,0,1,0,1,0,0,1,0,0,Fail,1,Average
4,0,1.0,7.5,80,96.0,92.0,0,1,1,1,0,0,0,1,0,0,1,0,Pass,1,Average
1,1,3.0,7.5,71,87.0,81.0,0,1,1,1,1,1,0,0,0,1,0,0,Pass,1,Average
4,2,4.0,12.0,64,73.0,76.0,0,0,1,1,1,0,0,1,0,0,0,0,Pass,2,At-Risk
3,1,1.0,7.5,77,83.0,82.0,0,1,1,0,1,0,1,0,0,1,0,0,Pass,1,Average
1,1,4.0,2.5,47,46.0,42.0,1,1,1,1,1,1,0,0,0,0,0,1,Fail,1,Average
2,1,2.0,7.5,88,67.0,66.0,1,1,1,0,1,0,0,0,1,0,0,0,Fail,1,Average
2,1,6.0,12.0,55,66.0,62.0,0,0,1,1,1,0,0,0,0,0,0,0,Fail,2,At-Risk
1,1,1.0,7.5,75,58.0,62.0,1,1,0,1,1,0,0,0,1,1,0,0,Fail,0,High-Performer
1,1,5.0,7.5,76,82.0,76.0,0,1,1,1,0,0,1,0,0,1,0,0,Pass,1,Average
2,1,1.0,2.5,79,73.0,73.0,1,0,1,1,1,0,0,1,0,1,0,0,Pass,2,At-Risk
1,0,3.0,12.0,59,77.0,77.0,0,1,0,1,1,0,1,0,0,0,0,0,Pass,0,High-Performer
2,2,1.0,7.5,66,72.0,78.0,0,1,0,1,1,1,0,0,0,0,0,0,Pass,0,High-Performer
1,2,2.0,7.5,70,82.0,85.0,0,1,1,1,1,0,1,0,0,1,0,0,Pass,1,Average
2,1,3.0,7.5,91,97.0,99.0,0,1,1,1,0,0,0,1,0,0,0,0,Pass,1,Average
2,2,6.0,7.5,82,81.0,78.0,1,1,0,0,1,0,0,1,0,1,0,0,Pass,0,High-Performer
1,2,2.0,12.0,59,56.0,55.0,0,1,0,0,1,1,0,0,0,1,0,0,Fail,0,High-Performer
2,1,0.0,7.5,96,84.0,84.0,1,1,0,1,1,0,0,1,0,0,0,0,Pass,0,High-Performer
3,1,2.0,7.5,46,67.0,62.0,0,1,1,0,1,0,1,0,0,1,0,0,Fail,1,Average
1,0,4.0,12.0,77,76.0,80.0,1,1,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
1,2,1.0,12.0,43,37.0,28.0,1,1,1,0,1,0,1,0,0,0,1,0,Fail,1,Average
1,1,2.0,2.5,23,27.5,26.5,1,0,1,1,1,0,0,1,0,0,0,0,Fail,2,At-Risk
1,1,0.0,7.5,63,61.0,56.0,1,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
1,1,5.0,12.0,41,41.0,47.0,0,0,1,1,0,0,1,0,0,1,0,0,Fail,2,At-Risk
5,1,1.0,7.5,97,95.0,88.0,1,1,1,1,1,0,1,0,0,1,0,0,Pass,1,Average
1,2,0.0,12.0,76,76.0,78.0,1,1,1,1,1,1,0,0,0,0,0,0,Pass,1,Average
2,1,2.0,7.5,69,73.0,72.0,0,1,1,1,1,0,0,1,0,0,1,0,Pass,1,Average
2,1,2.0,7.5,87,76.0,82.0,1,0,0,0,0,0,0,1,0,0,1,0,Pass,0,High-Performer
1,0,0.0,7.5,47,41.0,42.0,1,1,0,1,0,0,1,0,0,1,0,0,Fail,0,High-Performer
4,0,4.0,2.5,61,75.0,68.0,0,0,1,0,1,0,0,0,1,1,0,0,Fail,2,At-Risk
2,2,0.0,2.5,63,74.0,71.0,0,0,0,1,0,0,1,0,0,0,1,0,Pass,0,High-Performer
2,0,1.0,7.5,57,76.0,72.0,0,0,0,1,0,0,1,0,0,1,0,0,Pass,0,High-Performer
3,1,2.0,7.5,66,55.0,52.0,1,1,1,0,0,0,1,0,0,0,0,0,Fail,1,Average
3,1,3.0,7.5,67,86.0,82.0,0,0,1,1,1,0,0,0,0,0,1,0,Pass,2,At-Risk
1,1,1.0,2.5,76,77.0,66.0,1,0,1,1,1,1,0,0,0,0,1,0,Fail,2,At-Risk
5,2,3.0,7.5,80,77.0,79.0,1,1,0,0,1,0,1,0,0,1,0,0,Pass,0,High-Performer
5,1,1.0,2.5,77,79.0,92.0,0,1,0,0,1,1,0,0,0,1,0,0,Pass,0,High-Performer
2,2,1.0,2.5,91,87.0,94.0,0,1,1,1,1,0,0,1,0,0,0,0,Pass,1,Average
4,1,3.0,12.0,74,72.0,68.0,1,1,1,1,1,0,1,0,0,0,1,0,Fail,1,Average
4,2,0.0,7.5,71,75.0,77.0,0,1,0,1,0,0,0,1,0,0,0,0,Pass,0,High-Performer
2,1,2.0,2.5,54,62.0,62.0,1,0,0,1,0,0,0,1,0,1,0,0,Fail,0,High-Performer
1,2,0.0,7.5,64,66.0,71.0,0,1,1,1,1,0,0,1,0,0,1,0,Pass,1,Average
2,2,2.0,2.5,59,71.0,66.0,0,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
4,0,1.0,7.5,80,79.0,75.0,1,1,0,1,1,0,0,0,1,1,0,0,Pass,0,High-Performer
5,1,5.0,2.5,89,98.0,93.0,0,1,0,1,1,0,0,1,0,1,0,0,Pass,0,High-Performer
4,1,2.0,7.5,64,72.0,64.0,1,1,1,0,0,0,1,0,0,1,0,0,Fail,1,Average
2,1,1.0,12.0,59,51.0,51.0,1,0,1,1,1,0,0,1,0,0,0,0,Fail,2,At-Risk
5,2,3.0,12.0,93,93.0,86.0,0,0,1,0,1,1,0,0,0,0,1,0,Pass,2,At-Risk
2,2,1.0,7.5,71,91.0,83.0,0,0,1,1,1,0,1,0,0,1,0,0,Pass,2,At-Risk
1,1,2.0,2.5,59,60.0,61.0,1,0,0,0,1,0,1,0,0,1,0,0,Fail,0,High-Performer
2,1,3.0,7.5,58,73.0,72.0,0,0,1,1,1,0,1,0,0,1,0,0,Pass,2,At-Risk
1,2,2.0,12.0,51,69.0,71.0,0,0,0,1,0,0,1,0,0,1,0,0,Pass,0,High-Performer
5,1,3.0,7.5,64,60.0,66.0,1,1,0,1,1,0,1,0,0,1,0,0,Fail,0,High-Performer
1,2,2.0,2.5,61,52.0,52.0,1,0,1,0,1,0,0,0,1,0,1,0,Fail,2,At-Risk
1,2,1.0,12.0,54,60.0,56.0,0,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
5,1,2.0,2.5,80,97.0,95.0,0,1,1,0,1,0,1,0,0,0,0,1,Pass,1,Average
1,0,4.0,7.5,48,59.0,47.0,1,0,0,1,1,1,0,0,0,1,0,0,Fail,2,At-Risk
1,0,4.0,7.5,66,72.0,75.0,1,1,0,1,0,1,0,0,0,0,1,0,Pass,0,High-Performer
1,1,0.0,12.0,42,60.0,58.0,0,1,0,1,1,0,1,0,0,0,1,0,Fail,0,High-Performer
5,1,1.0,7.5,84,74.0,71.0,1,1,1,1,1,0,0,0,0,0,0,0,Pass,1,Average
1,2,1.0,2.5,67,69.0,66.0,0,1,1,0,0,1,0,0,0,0,1,0,Fail,1,Average
1,2,1.0,7.5,74,73.0,65.0,1,1,1,1,0,0,0,0,0,1,0,0,Fail,1,Average
1,1,1.0,7.5,66,68.0,66.0,1,0,0,0,1,0,0,1,0,1,0,0,Fail,0,High-Performer
2,1,2.0,7.5,61,68.0,76.0,0,0,0,1,1,1,0,0,0,0,1,0,Pass,0,High-Performer
1,1,4.0,7.5,58,77.0,75.0,0,1,0,1,0,0,1,0,0,1,0,0,Pass,0,High-Performer
2,0,2.0,12.0,61,71.0,65.0,0,0,1,1,1,1,0,0,0,0,1,0,Fail,2,At-Risk
1,1,2.0,7.5,49,52.0,49.0,1,0,1,1,1,1,0,0,0,0,1,0,Fail,2,At-Risk
1,2,1.0,7.5,83,83.0,75.0,1,0,1,1,0,0,1,0,0,0,1,0,Pass,2,At-Risk
1,2,2.0,7.5,80,86.0,78.0,0,1,1,1,0,0,0,0,1,1,0,0,Pass,1,Average
3,1,2.0,7.5,67,74.0,69.0,0,1,0,1,0,0,1,0,0,1,0,0,Pass,0,High-Performer
1,2,1.0,7.5,53,62.0,65.0,0,1,1,1,0,1,0,0,0,1,0,0,Fail,1,Average
3,1,2.0,7.5,90,88.0,91.0,0,1,1,1,1,0,1,0,0,1,0,0,Pass,1,Average
1,1,3.0,7.5,71,66.0,63.0,1,0,1,0,1,0,0,0,0,1,0,0,Fail,2,At-Risk
4,1,3.0,2.5,61,72.0,77.0,0,0,1,0,1,0,0,1,0,0,0,1,Pass,2,At-Risk
1,0,1.0,7.5,58,66.0,62.0,0,0,1,0,1,0,1,0,0,0,1,0,Fail,2,At-Risk
3,2,2.0,7.5,63,86.0,87.0,0,1,1,1,1,0,1,0,0,1,0,0,Pass,1,Average
1,1,1.0,2.5,31,27.5,27.0,1,0,1,1,0,0,0,0,0,1,0,0,Fail,2,At-Risk
3,0,3.0,2.5,76,80.0,75.0,1,1,0,0,1,0,1,0,0,1,0,0,Pass,0,High-Performer
2,1,1.0,7.5,65,55.0,62.0,1,0,1,1,1,0,0,1,0,0,0,1,Fail,2,At-Risk
4,2,3.0,7.5,76,83.0,83.0,0,1,1,1,1,0,0,0,1,0,1,0,Pass,1,Average
1,2,3.0,7.5,59,77.0,75.0,0,1,1,0,1,0,0,1,0,0,0,1,Pass,1,Average
3,1,2.0,7.5,35,48.0,46.0,0,1,1,1,1,1,0,0,0,0,1,0,Fail,1,Average
1,0,1.0,7.5,58,65.0,58.0,0,0,1,1,1,0,0,0,0,0,1,0,Fail,2,At-Risk
1,1,1.0,2.5,66,67.0,62.0,1,1,1,0,1,1,0,0,0,1,0,0,Fail,1,Average
2,1,2.0,7.5,47,56.0,60.0,0,0,0,0,1,0,0,0,1,0,1,0,Fail,0,High-Performer
1,1,3.0,2.5,76,77.0,74.0,1,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
1,2,0.0,7.5,60,61.0,63.0,1,0,0,1,1,0,1,0,0,1,0,0,Fail,0,High-Performer
2,1,1.0,7.5,54,62.0,62.0,0,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,1,1.0,2.5,52,65.0,59.0,0,1,1,1,1,1,0,0,0,1,0,0,Fail,1,Average
1,1,3.0,2.5,33,36.0,31.0,1,1,1,1,0,0,0,0,0,1,0,0,Fail,1,Average
1,2,5.0,2.5,45,58.0,58.0,0,0,1,0,1,0,0,1,0,0,0,0,Fail,2,At-Risk
1,1,2.0,7.5,83,84.0,84.0,1,1,0,0,0,1,0,0,0,1,0,0,Pass,0,High-Performer
1,1,3.0,2.5,70,85.0,80.0,0,1,1,0,0,0,0,0,0,0,0,0,Pass,1,Average
1,2,3.0,2.5,59,52.0,51.0,1,1,1,0,1,0,0,0,1,0,0,0,Fail,1,Average
5,2,1.0,7.5,43,42.0,38.0,1,0,1,1,0,1,0,0,0,1,0,0,Fail,2,At-Risk
2,1,2.0,7.5,60,66.0,72.0,0,0,0,1,0,0,0,0,1,0,1,0,Pass,0,High-Performer
1,2,0.0,7.5,60,71.0,66.0,0,1,1,1,1,0,0,0,1,0,0,0,Fail,1,Average
2,2,2.0,7.5,80,72.0,66.0,1,1,1,1,0,0,0,1,0,1,0,0,Fail,1,Average
2,2,4.0,7.5,79,72.0,74.0,1,1,0,0,0,0,1,0,0,0,1,0,Pass,0,High-Performer
1,1,0.0,2.5,51,58.0,53.0,0,1,1,1,1,1,0,0,0,0,0,0,Fail,1,Average
1,1,3.0,7.5,59,61.0,61.0,0,0,1,1,1,0,0,0,1,1,0,0,Fail,2,At-Risk
2,1,1.0,7.5,88,85.0,85.0,1,1,0,1,1,1,0,0,0,1,0,0,Pass,0,High-Performer
3,1,2.0,7.5,69,57.0,59.0,1,1,1,1,0,1,0,0,0,0,1,0,Fail,1,Average
1,2,1.0,7.5,64,79.0,70.0,0,0,1,1,0,0,1,0,0,1,0,0,Pass,2,At-Risk
4,1,2.0,12.0,85,85.0,90.0,0,0,1,1,1,0,1,0,0,0,0,0,Pass,2,At-Risk
4,2,2.0,7.5,82,90.0,87.0,0,1,1,1,1,0,0,1,0,0,0,0,Pass,1,Average
5,2,3.0,2.5,89,77.0,89.0,1,1,0,1,1,0,0,1,0,0,1,0,Pass,0,High-Performer
1,1,3.0,7.5,60,34.0,39.0,1,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
4,1,1.0,7.5,67,77.0,79.0,0,1,1,1,0,1,0,0,0,1,0,0,Pass,1,Average
1,2,0.0,7.5,30,52.0,47.0,0,0,1,1,1,0,1,0,0,0,0,0,Fail,2,At-Risk
1,1,1.0,7.5,45,51.0,50.0,1,0,1,1,0,0,0,0,0,0,0,0,Fail,2,At-Risk
1,1,1.0,7.5,61,55.0,54.0,1,0,0,0,1,0,1,0,0,0,1,0,Fail,2,At-Risk
1,1,1.0,12.0,75,73.0,74.0,0,1,0,1,1,0,1,0,0,0,0,0,Pass,0,High-Performer
2,1,3.0,2.5,77,73.0,68.0,1,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
2,2,4.0,7.5,95,92.0,95.0,0,1,1,0,1,0,0,0,1,0,0,0,Pass,1,Average
5,1,1.0,7.5,69,79.0,74.0,0,1,1,0,1,1,0,0,0,1,0,0,Pass,1,Average
2,2,3.0,12.0,79,71.0,77.0,0,1,1,0,0,0,0,0,1,1,0,0,Pass,1,Average
5,1,5.0,2.5,69,79.0,80.0,1,0,0,1,1,0,0,0,0,0,1,0,Pass,0,High-Performer
1,1,3.0,2.5,64,87.0,85.0,0,0,0,0,1,0,1,0,0,1,0,0,Pass,0,High-Performer
2,2,1.0,7.5,53,54.0,61.0,0,0,0,1,1,0,0,0,1,0,1,0,Fail,0,High-Performer
4,2,3.0,7.5,64,61.0,63.0,1,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
1,2,4.0,7.5,100,82.0,93.0,1,1,0,1,0,0,0,1,0,0,1,0,Pass,0,High-Performer
4,1,3.0,7.5,62,73.0,70.0,0,0,0,0,1,0,1,0,0,0,0,0,Pass,0,High-Performer
5,1,2.0,2.5,55,77.0,80.0,0,1,0,1,1,0,0,1,0,0,0,0,Pass,0,High-Performer
4,2,6.0,12.0,74,85.0,81.0,0,1,1,1,0,0,0,0,0,1,0,0,Pass,1,Average
1,1,1.0,7.5,64,76.0,64.0,0,0,1,1,0,0,1,0,0,0,1,0,Fail,2,At-Risk
1,1,0.0,7.5,73,79.0,82.0,1,1,0,1,1,0,0,1,0,1,0,0,Pass,0,High-Performer
1,1,3.0,12.0,60,59.0,64.0,0,1,1,0,0,0,1,0,0,1,0,0,Fail,1,Average
3,1,4.0,7.5,58,74.0,70.0,0,0,1,0,1,0,0,1,0,1,0,0,Pass,2,At-Risk
1,2,2.0,7.5,45,63.0,68.0,0,0,1,0,1,0,0,1,0,1,0,0,Fail,2,At-Risk
3,1,3.0,2.5,61,50.0,55.0,1,0,1,1,0,0,0,1,0,1,0,0,Fail,2,At-Risk
4,1,5.0,12.0,53,53.0,45.0,1,0,1,1,0,0,0,1,0,0,1,0,Fail,2,At-Risk
1,0,2.0,2.5,51,71.0,68.0,0,1,0,1,1,0,1,0,0,1,0,0,Fail,0,High-Performer
1,1,3.0,7.5,76,76.0,75.0,1,1,0,1,0,0,0,1,0,1,0,0,Pass,0,High-Performer
4,0,2.0,7.5,77,73.0,72.0,1,1,0,0,1,1,0,0,0,1,0,0,Pass,0,High-Performer
1,0,2.0,7.5,54,55.0,57.0,1,0,0,1,1,0,0,1,0,0,1,0,Fail,0,High-Performer
1,1,2.0,7.5,78,69.0,61.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
4,1,2.0,7.5,81,75.0,72.0,1,1,1,1,1,0,1,0,0,1,0,0,Pass,1,Average
2,2,6.0,7.5,52,55.0,51.0,1,1,1,1,1,1,0,0,0,1,0,0,Fail,1,Average
5,1,2.0,2.5,64,60.0,59.0,1,1,1,1,1,0,1,0,0,0,1,0,Fail,1,Average
2,2,3.0,12.0,79,78.0,72.0,1,0,1,1,0,0,1,0,0,1,0,0,Pass,2,At-Risk
1,1,2.0,7.5,74,80.0,82.0,0,1,0,1,1,0,0,1,0,1,0,0,Pass,0,High-Performer
1,1,0.0,2.5,54,58.0,55.0,1,0,1,1,0,0,1,0,0,0,1,0,Fail,2,At-Risk
1,1,0.0,12.0,69,77.0,77.0,0,1,1,1,1,0,0,0,0,0,1,0,Pass,1,Average
2,1,0.0,7.5,71,64.0,69.0,1,1,0,1,0,0,0,1,0,0,0,0,Pass,0,High-Performer
4,0,3.0,7.5,57,55.0,49.0,1,0,1,0,1,0,1,0,0,1,0,0,Fail,2,At-Risk
3,1,3.0,7.5,77,65.0,63.0,1,1,0,0,1,1,0,0,0,0,0,0,Fail,0,High-Performer
1,2,4.0,7.5,46,48.0,48.0,0,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
1,2,2.0,7.5,55,68.0,57.0,1,0,1,0,1,1,0,0,0,1,0,0,Fail,2,At-Risk
3,2,1.0,2.5,75,90.0,86.0,0,0,0,1,1,0,1,0,0,0,0,0,Pass,0,High-Performer
5,1,4.0,2.5,85,78.0,74.0,1,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
1,0,2.0,7.5,69,82.0,82.0,0,1,0,0,1,0,1,0,0,0,0,0,Pass,0,High-Performer
1,0,5.0,7.5,54,62.0,62.0,0,0,1,1,1,0,0,1,0,0,0,0,Fail,2,At-Risk
5,2,0.0,2.5,65,89.0,91.0,0,1,0,1,0,0,1,0,0,1,0,0,Pass,0,High-Performer
1,1,1.0,7.5,82,72.0,72.0,1,0,1,1,1,0,0,1,0,1,0,0,Pass,2,At-Risk
4,1,0.0,7.5,83,75.0,70.0,1,1,1,1,0,0,1,0,0,1,0,0,Pass,1,Average
2,1,2.0,12.0,91,92.0,96.0,0,0,0,1,0,0,0,0,1,0,0,0,Pass,0,High-Performer
1,2,2.0,2.5,69,59.0,53.0,1,0,1,0,1,0,1,0,0,0,0,0,Fail,2,At-Risk
1,1,6.0,7.5,100,100.0,97.0,1,1,0,1,0,0,0,0,1,0,0,1,Pass,0,High-Performer
2,2,4.0,7.5,69,64.0,57.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
1,2,0.0,7.5,87,91.0,94.0,1,1,1,1,1,0,0,0,1,0,0,0,Pass,1,Average
4,1,2.0,2.5,67,78.0,79.0,0,0,1,1,1,0,0,1,0,0,0,0,Pass,2,At-Risk
2,1,3.0,7.5,69,82.0,74.0,1,1,1,1,1,1,0,0,0,1,0,0,Pass,1,Average
